"Season","Date","Wk","Game Title","Visit Team","Visit Points","Home Team","Home Points","Visit Conf","Visit SubDiv","Home Conf","Home SubDiv"
2015,"2015-12-31",18,"Michigan State at Alabama","Michigan State",0,"Alabama",38,"Big Ten","FBS","SEC","FBS"
2015,"2016-01-01",18,"Michigan at Florida","Michigan",41,"Florida",7,"Big Ten","FBS","SEC","FBS"
2015,"2016-01-01",18,"Stanford at Iowa","Stanford",45,"Iowa",16,"Pac 10/12","FBS","Big Ten","FBS"
2015,"2016-01-01",18,"Oklahoma State at Mississippi","Oklahoma State",20,"Mississippi",48,"Big 12","FBS","SEC","FBS"
2015,"2016-01-01",18,"Notre Dame at Ohio State","Notre Dame",28,"Ohio State",44,"IND","FBS","Big Ten","FBS"
2015,"2016-01-01",18,"Northwestern at Tennessee","Northwestern",6,"Tennessee",45,"Big Ten","FBS","SEC","FBS"
2015,"2016-01-02",18,"Penn State at Georgia","Penn State",17,"Georgia",24,"Big Ten","FBS","SEC","FBS"
2015,"2016-01-02",18,"West Virginia at Arizona State","West Virginia",43,"Arizona State",42,"Big 12","FBS","Pac 10/12","FBS"
2015,"2016-01-02",18,"Kansas State at Arkansas","Kansas State",23,"Arkansas",45,"Big 12","FBS","SEC","FBS"
2015,"2016-01-02",18,"Oregon at TCU","Oregon",41,"TCU",47,"Pac 10/12","FBS","Big 12","FBS"
2015,"2016-01-11",19,"Alabama at Clemson","Alabama",45,"Clemson",40,"SEC","FBS","ACC","FBS"
2016,"2016-09-01",2,"Presbyterian at Central Michigan","Presbyterian",3,"Central Michigan",49,"FCS","FCS","MAC","FBS"
2016,"2016-09-01",2,"Tennessee-Martin at Cincinnati","Tennessee-Martin",7,"Cincinnati",28,"FCS","FCS","AAC","FBS"
2016,"2016-09-01",2,"Maine at Connecticut","Maine",21,"Connecticut",24,"FCS","FCS","AAC","FBS"
2016,"2016-09-01",2,"Indiana at Florida International","Indiana",34,"Florida International",13,"Big Ten","FBS","C-USA","FBS"
2016,"2016-09-01",2,"Montana State at Idaho","Montana State",17,"Idaho",20,"FCS","FCS","Sun Belt","FBS"
2016,"2016-09-01",2,"Charlotte at Louisville","Charlotte",14,"Louisville",70,"C-USA","FBS","ACC","FBS"
2016,"2016-09-01",2,"Oregon State at Minnesota","Oregon State",23,"Minnesota",30,"Pac 10/12","FBS","Big Ten","FBS"
2016,"2016-09-01",2,"Jackson State at UNLV","Jackson State",13,"UNLV",63,"FCS","FCS","MW","FBS"
2016,"2016-09-01",2,"South Dakota at New Mexico","South Dakota",21,"New Mexico",48,"FCS","FCS","MW","FBS"
2016,"2016-09-01",2,"William & Mary at North Carolina State","William & Mary",14,"North Carolina State",48,"FCS","FCS","ACC","FBS"
2016,"2016-09-01",2,"Appalachian State at Tennessee","Appalachian State",13,"Tennessee",20,"Sun Belt","FBS","SEC","FBS"
2016,"2016-09-01",2,"Weber State at Utah State","Weber State",6,"Utah State",45,"FCS","FCS","MW","FBS"
2016,"2016-09-01",2,"Southern Utah at Utah","Southern Utah",0,"Utah",24,"FCS","FCS","Pac 10/12","FBS"
2016,"2016-09-01",2,"South Carolina at Vanderbilt","South Carolina",13,"Vanderbilt",10,"SEC","FBS","SEC","FBS"
2016,"2016-09-01",2,"Tulane at Wake Forest","Tulane",3,"Wake Forest",7,"AAC","FBS","ACC","FBS"
2016,"2016-09-01",2,"Rice at Western Kentucky","Rice",14,"Western Kentucky",46,"C-USA","FBS","C-USA","FBS"
2016,"2016-09-02",2,"Colorado State at Colorado","Colorado State",7,"Colorado",44,"MW","FBS","Pac 10/12","FBS"
2016,"2016-09-02",2,"Mississippi Valley State at Eastern Michigan","Mississippi Valley State",14,"Eastern Michigan",61,"FCS","FCS","MAC","FBS"
2016,"2016-09-02",2,"Ball State at Georgia State","Ball State",31,"Georgia State",21,"MAC","FBS","Sun Belt","FBS"
2016,"2016-09-02",2,"Toledo at Arkansas State","Toledo",31,"Arkansas State",10,"MAC","FBS","Sun Belt","FBS"
2016,"2016-09-02",2,"Furman at Michigan State","Furman",13,"Michigan State",28,"FCS","FCS","Big Ten","FBS"
2016,"2016-09-02",2,"Cal Poly at Nevada","Cal Poly",27,"Nevada",30,"FCS","FCS","MW","FBS"
2016,"2016-09-02",2,"Northwestern State at Baylor","Northwestern State",7,"Baylor",55,"FCS","FCS","Big 12","FBS"
2016,"2016-09-02",2,"Kansas State at Stanford","Kansas State",13,"Stanford",26,"Big 12","FBS","Pac 10/12","FBS"
2016,"2016-09-02",2,"Colgate at Syracuse","Colgate",7,"Syracuse",33,"FCS","FCS","ACC","FBS"
2016,"2016-09-02",2,"Army at Temple","Army",28,"Temple",13,"IND","FBS","AAC","FBS"
2016,"2016-09-02",2,"Albany (N.Y.) at Buffalo","Albany (N.Y.)",22,"Buffalo",16,"FCS","FCS","MAC","FBS"
2016,"2016-09-03",2,"South Carolina State at UCF","South Carolina State",0,"UCF",38,"FCS","FCS","AAC","FBS"
2016,"2016-09-03",2,"North Carolina Central at Duke","North Carolina Central",6,"Duke",49,"FCS","FCS","ACC","FBS"
2016,"2016-09-03",2,"Western Carolina at East Carolina","Western Carolina",7,"East Carolina",52,"FCS","FCS","AAC","FBS"
2016,"2016-09-03",2,"Southern Illinois at Florida Atlantic","Southern Illinois",30,"Florida Atlantic",38,"FCS","FCS","C-USA","FBS"
2016,"2016-09-03",2,"Massachusetts at Florida","Massachusetts",7,"Florida",24,"IND","FBS","SEC","FBS"
2016,"2016-09-03",2,"Savannah State at Georgia Southern","Savannah State",0,"Georgia Southern",54,"FCS","FCS","Sun Belt","FBS"
2016,"2016-09-03",2,"Northern Arizona at Arizona State","Northern Arizona",13,"Arizona State",44,"FCS","FCS","Pac 10/12","FBS"
2016,"2016-09-03",2,"Oklahoma at Houston","Oklahoma",23,"Houston",33,"Big 12","FBS","AAC","FBS"
2016,"2016-09-03",2,"BYU at Arizona","BYU",18,"Arizona",16,"IND","FBS","Pac 10/12","FBS"
2016,"2016-09-03",2,"Murray State at Illinois","Murray State",3,"Illinois",52,"FCS","FCS","Big Ten","FBS"
2016,"2016-09-03",2,"Louisiana Tech at Arkansas","Louisiana Tech",20,"Arkansas",21,"C-USA","FBS","SEC","FBS"
2016,"2016-09-03",2,"Northern Iowa at Iowa State","Northern Iowa",25,"Iowa State",20,"FCS","FCS","Big 12","FBS"
2016,"2016-09-03",2,"Miami (Ohio) at Iowa","Miami (Ohio)",21,"Iowa",45,"MAC","FBS","Big Ten","FBS"
2016,"2016-09-03",2,"Rhode Island at Kansas","Rhode Island",6,"Kansas",55,"FCS","FCS","Big 12","FBS"
2016,"2016-09-03",2,"Southern Mississippi at Kentucky","Southern Mississippi",44,"Kentucky",35,"C-USA","FBS","SEC","FBS"
2016,"2016-09-03",2,"Clemson at Auburn","Clemson",19,"Auburn",13,"ACC","FBS","SEC","FBS"
2016,"2016-09-03",2,"Howard at Maryland","Howard",13,"Maryland",52,"FCS","FCS","Big Ten","FBS"
2016,"2016-09-03",2,"Southeast Missouri State at Memphis","Southeast Missouri State",17,"Memphis",35,"FCS","FCS","AAC","FBS"
2016,"2016-09-03",2,"Florida A&M at Miami (Florida)","Florida A&M",3,"Miami (Florida)",70,"FCS","FCS","ACC","FBS"
2016,"2016-09-03",2,"Hawai'i at Michigan","Hawai'i",3,"Michigan",63,"MW","FBS","Big Ten","FBS"
2016,"2016-09-03",2,"Alabama A&M at Middle Tennessee","Alabama A&M",0,"Middle Tennessee",55,"FCS","FCS","C-USA","FBS"
2016,"2016-09-03",2,"South Alabama at Mississippi State","South Alabama",21,"Mississippi State",20,"Sun Belt","FBS","SEC","FBS"
2016,"2016-09-03",2,"Georgia at North Carolina","Georgia",33,"North Carolina",24,"SEC","FBS","ACC","FBS"
2016,"2016-09-03",2,"Fresno State at Nebraska","Fresno State",10,"Nebraska",43,"MW","FBS","Big Ten","FBS"
2016,"2016-09-03",2,"SMU at North Texas","SMU",34,"North Texas",21,"AAC","FBS","C-USA","FBS"
2016,"2016-09-03",2,"Southern University at Louisiana-Monroe","Southern University",21,"Louisiana-Monroe",38,"FCS","FCS","Sun Belt","FBS"
2016,"2016-09-03",2,"Virginia Military at Akron","Virginia Military",24,"Akron",47,"FCS","FCS","MAC","FBS"
2016,"2016-09-03",2,"Western Michigan at Northwestern","Western Michigan",22,"Northwestern",21,"MAC","FBS","Big Ten","FBS"
2016,"2016-09-03",2,"Bowling Green at Ohio State","Bowling Green",10,"Ohio State",77,"MAC","FBS","Big Ten","FBS"
2016,"2016-09-03",2,"Texas State at Ohio","Texas State",56,"Ohio",54,"Sun Belt","FBS","MAC","FBS"
2016,"2016-09-03",2,"Southeastern Louisiana at Oklahoma State","Southeastern Louisiana",7,"Oklahoma State",61,"FCS","FCS","Big 12","FBS"
2016,"2016-09-03",2,"UC Davis at Oregon","UC Davis",28,"Oregon",53,"FCS","FCS","Pac 10/12","FBS"
2016,"2016-09-03",2,"Kent State at Penn State","Kent State",13,"Penn State",33,"MAC","FBS","Big Ten","FBS"
2016,"2016-09-03",2,"Villanova at Pittsburgh","Villanova",7,"Pittsburgh",28,"FCS","FCS","ACC","FBS"
2016,"2016-09-03",2,"Eastern Kentucky at Purdue","Eastern Kentucky",24,"Purdue",45,"FCS","FCS","Big Ten","FBS"
2016,"2016-09-03",2,"New Hampshire at San Diego State","New Hampshire",0,"San Diego State",31,"FCS","FCS","MW","FBS"
2016,"2016-09-03",2,"Towson at South Florida","Towson",20,"South Florida",56,"FCS","FCS","AAC","FBS"
2016,"2016-09-03",2,"Georgia Tech at Boston College","Georgia Tech",17,"Boston College",14,"ACC","FBS","ACC","FBS"
2016,"2016-09-03",2,"Boise State at Louisiana-Lafayette","Boise State",45,"Louisiana-Lafayette",10,"MW","FBS","Sun Belt","FBS"
2016,"2016-09-03",2,"UCLA at Texas A&M","UCLA",24,"Texas A&M",31,"Pac 10/12","FBS","SEC","FBS"
2016,"2016-09-03",2,"South Dakota State at TCU","South Dakota State",41,"TCU",59,"FCS","FCS","Big 12","FBS"
2016,"2016-09-03",2,"Stephen F. Austin at Texas Tech","Stephen F. Austin",17,"Texas Tech",69,"FCS","FCS","Big 12","FBS"
2016,"2016-09-03",2,"New Mexico State at UTEP","New Mexico State",22,"UTEP",38,"Sun Belt","FBS","C-USA","FBS"
2016,"2016-09-03",2,"Alabama St. at UTSA","Alabama St.",13,"UTSA",26,"FCS","FCS","C-USA","FBS"
2016,"2016-09-03",2,"Austin Peay at Troy","Austin Peay",17,"Troy",57,"FCS","FCS","Sun Belt","FBS"
2016,"2016-09-03",2,"San Jose State at Tulsa","San Jose State",10,"Tulsa",45,"MW","FBS","AAC","FBS"
2016,"2016-09-03",2,"Abilene Christian at Air Force","Abilene Christian",21,"Air Force",37,"FCS","FCS","MW","FBS"
2016,"2016-09-03",2,"Fordham at Navy","Fordham",16,"Navy",52,"FCS","FCS","AAC","FBS"
2016,"2016-09-03",2,"Liberty at Virginia Tech","Liberty",13,"Virginia Tech",36,"FCS","FCS","ACC","FBS"
2016,"2016-09-03",2,"Richmond at Virginia","Richmond",37,"Virginia",20,"FCS","FCS","ACC","FBS"
2016,"2016-09-03",2,"Eastern Washington at Washington State","Eastern Washington",45,"Washington State",42,"FCS","FCS","Pac 10/12","FBS"
2016,"2016-09-03",2,"Rutgers at Washington","Rutgers",13,"Washington",48,"Big Ten","FBS","Pac 10/12","FBS"
2016,"2016-09-03",2,"Missouri at West Virginia","Missouri",11,"West Virginia",26,"SEC","FBS","Big 12","FBS"
2016,"2016-09-03",2,"LSU at Wisconsin","LSU",14,"Wisconsin",16,"SEC","FBS","Big Ten","FBS"
2016,"2016-09-03",2,"USC at Alabama","USC",6,"Alabama",52,"Pac 10/12","FBS","SEC","FBS"
2016,"2016-09-03",2,"Northern Illinois at Wyoming","Northern Illinois",34,"Wyoming",40,"MAC","FBS","MW","FBS"
2016,"2016-09-04",2,"Hampton at Old Dominion","Hampton",21,"Old Dominion",54,"FCS","FCS","C-USA","FBS"
2016,"2016-09-04",2,"Notre Dame at Texas","Notre Dame",47,"Texas",50,"IND","FBS","Big 12","FBS"
2016,"2016-09-05",2,"Mississippi at Florida State","Mississippi",34,"Florida State",45,"SEC","FBS","ACC","FBS"
2016,"2016-09-09",3,"Maryland at Florida International","Maryland",41,"Florida International",14,"Big Ten","FBS","C-USA","FBS"
2016,"2016-09-09",3,"Louisville at Syracuse","Louisville",62,"Syracuse",28,"ACC","FBS","ACC","FBS"
2016,"2016-09-10",3,"UNLV at UCLA","UNLV",21,"UCLA",42,"MW","FBS","Pac 10/12","FBS"
2016,"2016-09-10",3,"Troy at Clemson","Troy",24,"Clemson",30,"Sun Belt","FBS","ACC","FBS"
2016,"2016-09-10",3,"UTSA at Colorado State","UTSA",14,"Colorado State",23,"C-USA","FBS","MW","FBS"
2016,"2016-09-10",3,"Idaho State at Colorado","Idaho State",7,"Colorado",56,"FCS","FCS","Pac 10/12","FBS"
2016,"2016-09-10",3,"Wake Forest at Duke","Wake Forest",24,"Duke",14,"ACC","FBS","ACC","FBS"
2016,"2016-09-10",3,"North Carolina State at East Carolina","North Carolina State",30,"East Carolina",33,"ACC","FBS","AAC","FBS"
2016,"2016-09-10",3,"Charleston So. at Florida State","Charleston So.",8,"Florida State",52,"FCS","FCS","ACC","FBS"
2016,"2016-09-10",3,"Kentucky at Florida","Kentucky",7,"Florida",45,"SEC","FBS","SEC","FBS"
2016,"2016-09-10",3,"Mercer at Georgia Tech","Mercer",10,"Georgia Tech",35,"FCS","FCS","ACC","FBS"
2016,"2016-09-10",3,"Nicholls State at Georgia","Nicholls State",24,"Georgia",26,"FCS","FCS","SEC","FBS"
2016,"2016-09-10",3,"Old Dominion at Appalachian State","Old Dominion",7,"Appalachian State",31,"C-USA","FBS","Sun Belt","FBS"
2016,"2016-09-10",3,"Tennessee-Martin at Hawai'i","Tennessee-Martin",36,"Hawai'i",41,"FCS","FCS","MW","FBS"
2016,"2016-09-10",3,"Texas Tech at Arizona State","Texas Tech",55,"Arizona State",68,"Big 12","FBS","Pac 10/12","FBS"
2016,"2016-09-10",3,"Lamar at Houston","Lamar",0,"Houston",42,"FCS","FCS","AAC","FBS"
2016,"2016-09-10",3,"Grambling at Arizona","Grambling",21,"Arizona",31,"FCS","FCS","Pac 10/12","FBS"
2016,"2016-09-10",3,"North Carolina at Illinois","North Carolina",48,"Illinois",23,"ACC","FBS","Big Ten","FBS"
2016,"2016-09-10",3,"Ball State at Indiana","Ball State",20,"Indiana",30,"MAC","FBS","Big Ten","FBS"
2016,"2016-09-10",3,"Iowa State at Iowa","Iowa State",3,"Iowa",42,"Big 12","FBS","Big Ten","FBS"
2016,"2016-09-10",3,"Ohio at Kansas","Ohio",37,"Kansas",21,"MAC","FBS","Big 12","FBS"
2016,"2016-09-10",3,"North Carolina A&T at Kent State","North Carolina A&T",39,"Kent State",36,"FCS","FCS","MAC","FBS"
2016,"2016-09-10",3,"Jacksonville State at LSU","Jacksonville State",13,"LSU",34,"FCS","FCS","SEC","FBS"
2016,"2016-09-10",3,"South Carolina State at Louisiana Tech","South Carolina State",24,"Louisiana Tech",53,"FCS","FCS","C-USA","FBS"
2016,"2016-09-10",3,"Arkansas State at Auburn","Arkansas State",14,"Auburn",51,"Sun Belt","FBS","SEC","FBS"
2016,"2016-09-10",3,"Morgan State at Marshall","Morgan State",0,"Marshall",62,"FCS","FCS","C-USA","FBS"
2016,"2016-09-10",3,"Boston College at Massachusetts","Boston College",26,"Massachusetts",7,"ACC","FBS","IND","FBS"
2016,"2016-09-10",3,"Eastern Illinois at Miami (Ohio)","Eastern Illinois",21,"Miami (Ohio)",17,"FCS","FCS","MAC","FBS"
2016,"2016-09-10",3,"Florida Atlantic at Miami (Florida)","Florida Atlantic",10,"Miami (Florida)",38,"C-USA","FBS","ACC","FBS"
2016,"2016-09-10",3,"UCF at Michigan","UCF",14,"Michigan",51,"AAC","FBS","Big Ten","FBS"
2016,"2016-09-10",3,"Indiana State at Minnesota","Indiana State",28,"Minnesota",58,"FCS","FCS","Big Ten","FBS"
2016,"2016-09-10",3,"South Carolina at Mississippi State","South Carolina",14,"Mississippi State",27,"SEC","FBS","SEC","FBS"
2016,"2016-09-10",3,"Wofford at Mississippi","Wofford",13,"Mississippi",38,"FCS","FCS","SEC","FBS"
2016,"2016-09-10",3,"Eastern Michigan at Missouri","Eastern Michigan",21,"Missouri",61,"MAC","FBS","SEC","FBS"
2016,"2016-09-10",3,"Elon at Charlotte","Elon",14,"Charlotte",47,"FCS","FCS","C-USA","FBS"
2016,"2016-09-10",3,"Wyoming at Nebraska","Wyoming",17,"Nebraska",52,"MW","FBS","Big Ten","FBS"
2016,"2016-09-10",3,"New Mexico at New Mexico State","New Mexico",31,"New Mexico State",32,"MW","FBS","Sun Belt","FBS"
2016,"2016-09-10",3,"Bethune-Cookman at North Texas","Bethune-Cookman",20,"North Texas",41,"FCS","FCS","C-USA","FBS"
2016,"2016-09-10",3,"Illinois State at Northwestern","Illinois State",9,"Northwestern",7,"FCS","FCS","Big Ten","FBS"
2016,"2016-09-10",3,"SMU at Baylor","SMU",13,"Baylor",40,"AAC","FBS","Big 12","FBS"
2016,"2016-09-10",3,"Nevada at Notre Dame","Nevada",10,"Notre Dame",39,"MW","FBS","IND","FBS"
2016,"2016-09-10",3,"Tulsa at Ohio State","Tulsa",3,"Ohio State",48,"AAC","FBS","Big Ten","FBS"
2016,"2016-09-10",3,"Central Michigan at Oklahoma State","Central Michigan",30,"Oklahoma State",27,"MAC","FBS","Big 12","FBS"
2016,"2016-09-10",3,"Louisiana-Monroe at Oklahoma","Louisiana-Monroe",17,"Oklahoma",59,"Sun Belt","FBS","Big 12","FBS"
2016,"2016-09-10",3,"Virginia at Oregon","Virginia",26,"Oregon",44,"ACC","FBS","Pac 10/12","FBS"
2016,"2016-09-10",3,"Penn State at Pittsburgh","Penn State",39,"Pittsburgh",42,"Big Ten","FBS","ACC","FBS"
2016,"2016-09-10",3,"Cincinnati at Purdue","Cincinnati",38,"Purdue",20,"AAC","FBS","Big Ten","FBS"
2016,"2016-09-10",3,"Howard at Rutgers","Howard",14,"Rutgers",52,"FCS","FCS","Big Ten","FBS"
2016,"2016-09-10",3,"California at San Diego State","California",40,"San Diego State",45,"Pac 10/12","FBS","MW","FBS"
2016,"2016-09-10",3,"Portland State at San Jose State","Portland State",35,"San Jose State",66,"FCS","FCS","MW","FBS"
2016,"2016-09-10",3,"Georgia Southern at South Alabama","Georgia Southern",24,"South Alabama",9,"Sun Belt","FBS","Sun Belt","FBS"
2016,"2016-09-10",3,"Northern Illinois at South Florida","Northern Illinois",17,"South Florida",48,"MAC","FBS","AAC","FBS"
2016,"2016-09-10",3,"Utah State at USC","Utah State",7,"USC",45,"MW","FBS","Pac 10/12","FBS"
2016,"2016-09-10",3,"Washington State at Boise State","Washington State",28,"Boise State",31,"Pac 10/12","FBS","MW","FBS"
2016,"2016-09-10",3,"Savannah State at Southern Mississippi","Savannah State",0,"Southern Mississippi",56,"FCS","FCS","C-USA","FBS"
2016,"2016-09-10",3,"McNeese State at Louisiana-Lafayette","McNeese State",22,"Louisiana-Lafayette",30,"FCS","FCS","Sun Belt","FBS"
2016,"2016-09-10",3,"Stony Brook at Temple","Stony Brook",0,"Temple",38,"FCS","FCS","AAC","FBS"
2016,"2016-09-10",3,"Virginia Tech at Tennessee","Virginia Tech",24,"Tennessee",45,"ACC","FBS","SEC","FBS"
2016,"2016-09-10",3,"Prairie View A&M at Texas A&M","Prairie View A&M",0,"Texas A&M",67,"FCS","FCS","SEC","FBS"
2016,"2016-09-10",3,"Arkansas at TCU","Arkansas",41,"TCU",38,"SEC","FBS","Big 12","FBS"
2016,"2016-09-10",3,"UTEP at Texas","UTEP",7,"Texas",41,"C-USA","FBS","Big 12","FBS"
2016,"2016-09-10",3,"Maine at Toledo","Maine",3,"Toledo",45,"FCS","FCS","MAC","FBS"
2016,"2016-09-10",3,"North Dakota at Bowling Green","North Dakota",26,"Bowling Green",27,"FCS","FCS","MAC","FBS"
2016,"2016-09-10",3,"Southern University at Tulane","Southern University",21,"Tulane",66,"FCS","FCS","AAC","FBS"
2016,"2016-09-10",3,"Georgia State at Air Force","Georgia State",14,"Air Force",48,"Sun Belt","FBS","MW","FBS"
2016,"2016-09-10",3,"Rice at Army","Rice",14,"Army",31,"C-USA","FBS","IND","FBS"
2016,"2016-09-10",3,"Connecticut at Navy","Connecticut",24,"Navy",28,"AAC","FBS","AAC","FBS"
2016,"2016-09-10",3,"BYU at Utah","BYU",19,"Utah",20,"IND","FBS","Pac 10/12","FBS"
2016,"2016-09-10",3,"Middle Tennessee at Vanderbilt","Middle Tennessee",24,"Vanderbilt",47,"C-USA","FBS","SEC","FBS"
2016,"2016-09-10",3,"Idaho at Washington","Idaho",14,"Washington",59,"Sun Belt","FBS","Pac 10/12","FBS"
2016,"2016-09-10",3,"Youngstown State at West Virginia","Youngstown State",21,"West Virginia",38,"FCS","FCS","Big 12","FBS"
2016,"2016-09-10",3,"North Carolina Central at Western Michigan","North Carolina Central",21,"Western Michigan",70,"FCS","FCS","MAC","FBS"
2016,"2016-09-10",3,"Akron at Wisconsin","Akron",10,"Wisconsin",54,"MAC","FBS","Big Ten","FBS"
2016,"2016-09-10",3,"Western Kentucky at Alabama","Western Kentucky",10,"Alabama",38,"C-USA","FBS","SEC","FBS"
2016,"2016-09-10",3,"Sacramento State at Fresno State","Sacramento State",3,"Fresno State",31,"FCS","FCS","MW","FBS"
2016,"2016-09-15",4,"Houston at Cincinnati","Houston",40,"Cincinnati",16,"AAC","FBS","AAC","FBS"
2016,"2016-09-16",4,"Baylor at Rice","Baylor",38,"Rice",10,"Big 12","FBS","C-USA","FBS"
2016,"2016-09-16",4,"Arizona State at UTSA","Arizona State",32,"UTSA",28,"Pac 10/12","FBS","C-USA","FBS"
2016,"2016-09-16",4,"Arkansas State at Utah State","Arkansas State",20,"Utah State",34,"Sun Belt","FBS","MW","FBS"
2016,"2016-09-17",4,"Texas at California","Texas",43,"California",50,"Big 12","FBS","Pac 10/12","FBS"
2016,"2016-09-17",4,"Maryland at UCF","Maryland",30,"UCF",24,"Big Ten","FBS","AAC","FBS"
2016,"2016-09-17",4,"UNLV at Central Michigan","UNLV",21,"Central Michigan",44,"MW","FBS","MAC","FBS"
2016,"2016-09-17",4,"South Carolina State at Clemson","South Carolina State",0,"Clemson",59,"FCS","FCS","ACC","FBS"
2016,"2016-09-17",4,"Northern Colorado at Colorado State","Northern Colorado",21,"Colorado State",47,"FCS","FCS","MW","FBS"
2016,"2016-09-17",4,"Virginia at Connecticut","Virginia",10,"Connecticut",13,"ACC","FBS","AAC","FBS"
2016,"2016-09-17",4,"North Texas at Florida","North Texas",0,"Florida",32,"C-USA","FBS","SEC","FBS"
2016,"2016-09-17",4,"Louisiana-Monroe at Georgia Southern","Louisiana-Monroe",21,"Georgia Southern",23,"Sun Belt","FBS","Sun Belt","FBS"
2016,"2016-09-17",4,"Vanderbilt at Georgia Tech","Vanderbilt",7,"Georgia Tech",38,"SEC","FBS","ACC","FBS"
2016,"2016-09-17",4,"Miami (Florida) at Appalachian State","Miami (Florida)",45,"Appalachian State",10,"ACC","FBS","Sun Belt","FBS"
2016,"2016-09-17",4,"Hawai'i at Arizona","Hawai'i",28,"Arizona",47,"MW","FBS","Pac 10/12","FBS"
2016,"2016-09-17",4,"Western Michigan at Illinois","Western Michigan",34,"Illinois",10,"MAC","FBS","Big Ten","FBS"
2016,"2016-09-17",4,"Texas State at Arkansas","Texas State",3,"Arkansas",42,"Sun Belt","FBS","SEC","FBS"
2016,"2016-09-17",4,"North Dakota State at Iowa","North Dakota State",23,"Iowa",21,"FCS","FCS","Big Ten","FBS"
2016,"2016-09-17",4,"Florida Atlantic at Kansas State","Florida Atlantic",7,"Kansas State",63,"C-USA","FBS","Big 12","FBS"
2016,"2016-09-17",4,"Monmouth at Kent State","Monmouth",7,"Kent State",27,"FCS","FCS","MAC","FBS"
2016,"2016-09-17",4,"New Mexico State at Kentucky","New Mexico State",42,"Kentucky",62,"Sun Belt","FBS","SEC","FBS"
2016,"2016-09-17",4,"Mississippi State at LSU","Mississippi State",20,"LSU",23,"SEC","FBS","SEC","FBS"
2016,"2016-09-17",4,"Florida State at Louisville","Florida State",20,"Louisville",63,"ACC","FBS","ACC","FBS"
2016,"2016-09-17",4,"Texas A&M at Auburn","Texas A&M",29,"Auburn",16,"SEC","FBS","SEC","FBS"
2016,"2016-09-17",4,"Akron at Marshall","Akron",65,"Marshall",38,"MAC","FBS","C-USA","FBS"
