"Season","Date","Wk","Game Title","Visit Team","Visit Points","Home Team","Home Points","Visit Conf","Visit SubDiv","Home Conf","Home SubDiv"
2013,"2013-11-02",10,"UTEP at Texas A&M","UTEP",7,"Texas A&M",57,"C-USA","FBS","SEC","FBS"
2013,"2013-11-02",10,"West Virginia at TCU","West Virginia",30,"TCU",27,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-02",10,"Oklahoma State at Texas Tech","Oklahoma State",52,"Texas Tech",34,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-02",10,"Kansas at Texas","Kansas",13,"Texas",35,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-02",10,"Eastern Michigan at Toledo","Eastern Michigan",16,"Toledo",55,"MAC","FBS","MAC","FBS"
2013,"2013-11-02",10,"UTSA at Tulsa","UTSA",34,"Tulsa",15,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-02",10,"Army at Air Force","Army",28,"Air Force",42,"IND","FBS","MW","FBS"
2013,"2013-11-02",10,"Hawai'i at Utah State","Hawai'i",10,"Utah State",47,"MW","FBS","MW","FBS"
2013,"2013-11-02",10,"Clemson at Virginia","Clemson",59,"Virginia",10,"ACC","FBS","ACC","FBS"
2013,"2013-11-02",10,"Middle Tennessee at UAB","Middle Tennessee",24,"UAB",21,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-02",10,"Nevada at Fresno State","Nevada",23,"Fresno State",41,"MW","FBS","MW","FBS"
2013,"2013-11-05",11,"Bowling Green at Miami (Ohio)","Bowling Green",45,"Miami (Ohio)",3,"MAC","FBS","MAC","FBS"
2013,"2013-11-05",11,"Ohio at Buffalo","Ohio",3,"Buffalo",30,"MAC","FBS","MAC","FBS"
2013,"2013-11-06",11,"Central Michigan at Ball State","Central Michigan",24,"Ball State",44,"MAC","FBS","MAC","FBS"
2013,"2013-11-07",11,"Oklahoma at Baylor","Oklahoma",12,"Baylor",41,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-07",11,"Troy at Louisiana-Lafayette","Troy",36,"Louisiana-Lafayette",41,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-07",11,"Oregon at Stanford","Oregon",20,"Stanford",26,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-08",11,"Louisville at Connecticut","Louisville",31,"Connecticut",10,"AAC","FBS","AAC","FBS"
2013,"2013-11-08",11,"Air Force at New Mexico","Air Force",37,"New Mexico",45,"MW","FBS","MW","FBS"
2013,"2013-11-09",11,"USC at California","USC",62,"California",28,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-09",11,"Houston at UCF","Houston",14,"UCF",19,"AAC","FBS","AAC","FBS"
2013,"2013-11-09",11,"SMU at Cincinnati","SMU",25,"Cincinnati",28,"AAC","FBS","AAC","FBS"
2013,"2013-11-09",11,"Nevada at Colorado State","Nevada",17,"Colorado State",38,"MW","FBS","MW","FBS"
2013,"2013-11-09",11,"North Carolina State at Duke","North Carolina State",20,"Duke",38,"ACC","FBS","ACC","FBS"
2013,"2013-11-09",11,"Tulsa at East Carolina","Tulsa",24,"East Carolina",58,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-09",11,"Western Michigan at Eastern Michigan","Western Michigan",32,"Eastern Michigan",35,"MAC","FBS","MAC","FBS"
2013,"2013-11-09",11,"Vanderbilt at Florida","Vanderbilt",34,"Florida",17,"SEC","FBS","SEC","FBS"
2013,"2013-11-09",11,"Appalachian State at Georgia","Appalachian State",6,"Georgia",45,"FCS","FCS","SEC","FBS"
2013,"2013-11-09",11,"UCLA at Arizona","UCLA",31,"Arizona",26,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-09",11,"Old Dominion at Idaho","Old Dominion",59,"Idaho",38,"FCS","FCS","IND","FBS"
2013,"2013-11-09",11,"Illinois at Indiana","Illinois",35,"Indiana",52,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-09",11,"TCU at Iowa State","TCU",21,"Iowa State",17,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-09",11,"Missouri at Kentucky","Missouri",48,"Kentucky",17,"SEC","FBS","SEC","FBS"
2013,"2013-11-09",11,"Southern Mississippi at Louisiana Tech","Southern Mississippi",13,"Louisiana Tech",36,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-09",11,"UAB at Marshall","UAB",14,"Marshall",56,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-09",11,"Syracuse at Maryland","Syracuse",20,"Maryland",3,"ACC","FBS","ACC","FBS"
2013,"2013-11-09",11,"Tennessee-Martin at Memphis","Tennessee-Martin",6,"Memphis",21,"FCS","FCS","AAC","FBS"
2013,"2013-11-09",11,"Virginia Tech at Miami (Florida)","Virginia Tech",42,"Miami (Florida)",24,"ACC","FBS","ACC","FBS"
2013,"2013-11-09",11,"Nebraska at Michigan","Nebraska",17,"Michigan",13,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-09",11,"Florida International at Middle Tennessee","Florida International",0,"Middle Tennessee",48,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-09",11,"Penn State at Minnesota","Penn State",10,"Minnesota",24,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-09",11,"Arkansas at Mississippi","Arkansas",24,"Mississippi",34,"SEC","FBS","SEC","FBS"
2013,"2013-11-09",11,"Virginia at North Carolina","Virginia",14,"North Carolina",45,"ACC","FBS","ACC","FBS"
2013,"2013-11-09",11,"Utah State at UNLV","Utah State",28,"UNLV",24,"MW","FBS","MW","FBS"
2013,"2013-11-09",11,"Boston College at New Mexico State","Boston College",48,"New Mexico State",34,"ACC","FBS","IND","FBS"
2013,"2013-11-09",11,"UTEP at North Texas","UTEP",7,"North Texas",41,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-09",11,"Arkansas State at Louisiana-Monroe","Arkansas State",42,"Louisiana-Monroe",14,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-09",11,"Kansas at Oklahoma State","Kansas",6,"Oklahoma State",42,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-09",11,"Notre Dame at Pittsburgh","Notre Dame",21,"Pittsburgh",28,"IND","FBS","ACC","FBS"
2013,"2013-11-09",11,"Iowa at Purdue","Iowa",38,"Purdue",14,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-09",11,"San Diego State at San Jose State","San Diego State",34,"San Jose State",30,"MW","FBS","MW","FBS"
2013,"2013-11-09",11,"Auburn at Tennessee","Auburn",55,"Tennessee",23,"SEC","FBS","SEC","FBS"
2013,"2013-11-09",11,"Mississippi State at Texas A&M","Mississippi State",41,"Texas A&M",51,"SEC","FBS","SEC","FBS"
2013,"2013-11-09",11,"Kansas State at Texas Tech","Kansas State",49,"Texas Tech",26,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-09",11,"Tulane at UTSA","Tulane",7,"UTSA",10,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-09",11,"Western Kentucky at Army","Western Kentucky",21,"Army",17,"Sun Belt","FBS","IND","FBS"
2013,"2013-11-09",11,"Hawai'i at Navy","Hawai'i",28,"Navy",42,"MW","FBS","IND","FBS"
2013,"2013-11-09",11,"Arizona State at Utah","Arizona State",20,"Utah",19,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-09",11,"Florida State at Wake Forest","Florida State",59,"Wake Forest",3,"ACC","FBS","ACC","FBS"
2013,"2013-11-09",11,"Colorado at Washington","Colorado",7,"Washington",59,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-09",11,"Texas at West Virginia","Texas",47,"West Virginia",40,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-09",11,"BYU at Wisconsin","BYU",17,"Wisconsin",27,"IND","FBS","Big Ten","FBS"
2013,"2013-11-09",11,"LSU at Alabama","LSU",17,"Alabama",38,"SEC","FBS","SEC","FBS"
2013,"2013-11-09",11,"Fresno State at Wyoming","Fresno State",48,"Wyoming",10,"MW","FBS","MW","FBS"
2013,"2013-11-12",12,"Buffalo at Toledo","Buffalo",41,"Toledo",51,"MAC","FBS","MAC","FBS"
2013,"2013-11-12",12,"Ohio at Bowling Green","Ohio",0,"Bowling Green",49,"MAC","FBS","MAC","FBS"
2013,"2013-11-13",12,"Miami (Ohio) at Kent State","Miami (Ohio)",6,"Kent State",24,"MAC","FBS","MAC","FBS"
2013,"2013-11-13",12,"Ball State at Northern Illinois","Ball State",27,"Northern Illinois",48,"MAC","FBS","MAC","FBS"
2013,"2013-11-14",12,"Georgia Tech at Clemson","Georgia Tech",31,"Clemson",55,"ACC","FBS","ACC","FBS"
2013,"2013-11-14",12,"Marshall at Tulsa","Marshall",45,"Tulsa",34,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-15",12,"Washington at UCLA","Washington",31,"UCLA",41,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-16",12,"California at Colorado","California",24,"Colorado",41,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-16",12,"Miami (Florida) at Duke","Miami (Florida)",30,"Duke",48,"ACC","FBS","ACC","FBS"
2013,"2013-11-16",12,"UAB at East Carolina","UAB",14,"East Carolina",63,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-16",12,"Syracuse at Florida State","Syracuse",3,"Florida State",59,"ACC","FBS","ACC","FBS"
2013,"2013-11-16",12,"Louisiana-Lafayette at Georgia State","Louisiana-Lafayette",35,"Georgia State",21,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-16",12,"San Diego State at Hawai'i","San Diego State",28,"Hawai'i",21,"MW","FBS","MW","FBS"
2013,"2013-11-16",12,"Oregon State at Arizona State","Oregon State",17,"Arizona State",30,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-16",12,"Washington State at Arizona","Washington State",24,"Arizona",17,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-16",12,"Texas State at Arkansas State","Texas State",21,"Arkansas State",38,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-16",12,"Ohio State at Illinois","Ohio State",60,"Illinois",35,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-16",12,"TCU at Kansas State","TCU",31,"Kansas State",33,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-16",12,"West Virginia at Kansas","West Virginia",19,"Kansas",31,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-16",12,"Houston at Louisville","Houston",13,"Louisville",20,"AAC","FBS","AAC","FBS"
2013,"2013-11-16",12,"Georgia at Auburn","Georgia",38,"Auburn",43,"SEC","FBS","SEC","FBS"
2013,"2013-11-16",12,"Akron at Massachusetts","Akron",14,"Massachusetts",13,"MAC","FBS","MAC","FBS"
2013,"2013-11-16",12,"Alabama at Mississippi State","Alabama",20,"Mississippi State",7,"SEC","FBS","SEC","FBS"
2013,"2013-11-16",12,"Troy at Mississippi","Troy",21,"Mississippi",51,"Sun Belt","FBS","SEC","FBS"
2013,"2013-11-16",12,"Michigan State at Nebraska","Michigan State",41,"Nebraska",28,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-16",12,"San Jose State at Nevada","San Jose State",16,"Nevada",38,"MW","FBS","MW","FBS"
2013,"2013-11-16",12,"Colorado State at New Mexico","Colorado State",66,"New Mexico",42,"MW","FBS","MW","FBS"
2013,"2013-11-16",12,"Michigan at Northwestern","Michigan",27,"Northwestern",19,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-16",12,"Texas Tech at Baylor","Texas Tech",34,"Baylor",63,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-16",12,"Iowa State at Oklahoma","Iowa State",10,"Oklahoma",48,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-16",12,"Utah at Oregon","Utah",21,"Oregon",44,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-16",12,"Purdue at Penn State","Purdue",21,"Penn State",45,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-16",12,"North Carolina at Pittsburgh","North Carolina",34,"Pittsburgh",27,"ACC","FBS","ACC","FBS"
2013,"2013-11-16",12,"Louisiana Tech at Rice","Louisiana Tech",14,"Rice",52,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-16",12,"Cincinnati at Rutgers","Cincinnati",52,"Rutgers",17,"AAC","FBS","AAC","FBS"
2013,"2013-11-16",12,"Florida at South Carolina","Florida",14,"South Carolina",19,"SEC","FBS","SEC","FBS"
2013,"2013-11-16",12,"Memphis at South Florida","Memphis",23,"South Florida",10,"AAC","FBS","AAC","FBS"
2013,"2013-11-16",12,"Stanford at USC","Stanford",17,"USC",20,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-16",12,"Wyoming at Boise State","Wyoming",7,"Boise State",48,"MW","FBS","MW","FBS"
2013,"2013-11-16",12,"Connecticut at SMU","Connecticut",21,"SMU",38,"AAC","FBS","AAC","FBS"
2013,"2013-11-16",12,"Florida Atlantic at Southern Mississippi","Florida Atlantic",41,"Southern Mississippi",7,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-16",12,"North Carolina State at Boston College","North Carolina State",21,"Boston College",38,"ACC","FBS","ACC","FBS"
2013,"2013-11-16",12,"UCF at Temple","UCF",39,"Temple",36,"AAC","FBS","AAC","FBS"
2013,"2013-11-16",12,"Oklahoma State at Texas","Oklahoma State",38,"Texas",13,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-16",12,"Florida International at UTEP","Florida International",10,"UTEP",33,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-16",12,"South Alabama at Navy","South Alabama",14,"Navy",42,"Sun Belt","FBS","IND","FBS"
2013,"2013-11-16",12,"Kentucky at Vanderbilt","Kentucky",6,"Vanderbilt",22,"SEC","FBS","SEC","FBS"
2013,"2013-11-16",12,"Maryland at Virginia Tech","Maryland",27,"Virginia Tech",24,"ACC","FBS","ACC","FBS"
2013,"2013-11-16",12,"Idaho State at BYU","Idaho State",13,"BYU",59,"FCS","FCS","IND","FBS"
2013,"2013-11-16",12,"Central Michigan at Western Michigan","Central Michigan",27,"Western Michigan",22,"MAC","FBS","MAC","FBS"
2013,"2013-11-16",12,"Indiana at Wisconsin","Indiana",3,"Wisconsin",51,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-19",13,"Buffalo at Miami (Ohio)","Buffalo",44,"Miami (Ohio)",7,"MAC","FBS","MAC","FBS"
2013,"2013-11-19",13,"Kent State at Ohio","Kent State",44,"Ohio",13,"MAC","FBS","MAC","FBS"
2013,"2013-11-20",13,"Northern Illinois at Toledo","Northern Illinois",35,"Toledo",17,"MAC","FBS","MAC","FBS"
2013,"2013-11-21",13,"Rutgers at UCF","Rutgers",17,"UCF",41,"AAC","FBS","AAC","FBS"
2013,"2013-11-21",13,"UNLV at Air Force","UNLV",41,"Air Force",21,"MW","FBS","MW","FBS"
2013,"2013-11-21",13,"Rice at UAB","Rice",37,"UAB",34,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-22",13,"Navy at San Jose State","Navy",58,"San Jose State",52,"IND","FBS","MW","FBS"
2013,"2013-11-23",13,"Arizona State at UCLA","Arizona State",38,"UCLA",33,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-23",13,"Massachusetts at Central Michigan","Massachusetts",0,"Central Michigan",37,"MAC","FBS","MAC","FBS"
2013,"2013-11-23",13,"Citadel at Clemson","Citadel",6,"Clemson",52,"FCS","FCS","ACC","FBS"
2013,"2013-11-23",13,"USC at Colorado","USC",47,"Colorado",29,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-23",13,"Bowling Green at Eastern Michigan","Bowling Green",58,"Eastern Michigan",7,"MAC","FBS","MAC","FBS"
2013,"2013-11-23",13,"New Mexico State at Florida Atlantic","New Mexico State",10,"Florida Atlantic",55,"IND","FBS","C-USA","FBS"
2013,"2013-11-23",13,"Marshall at Florida International","Marshall",48,"Florida International",10,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-23",13,"Idaho at Florida State","Idaho",14,"Florida State",80,"IND","FBS","ACC","FBS"
2013,"2013-11-23",13,"Georgia Southern at Florida","Georgia Southern",26,"Florida",20,"FCS","FCS","SEC","FBS"
2013,"2013-11-23",13,"Alabama A&M at Georgia Tech","Alabama A&M",7,"Georgia Tech",66,"FCS","FCS","ACC","FBS"
2013,"2013-11-23",13,"Kentucky at Georgia","Kentucky",17,"Georgia",59,"SEC","FBS","SEC","FBS"
2013,"2013-11-23",13,"Cincinnati at Houston","Cincinnati",24,"Houston",17,"AAC","FBS","AAC","FBS"
2013,"2013-11-23",13,"Oregon at Arizona","Oregon",16,"Arizona",42,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-23",13,"Georgia State at Arkansas State","Georgia State",33,"Arkansas State",35,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-23",13,"Mississippi State at Arkansas","Mississippi State",24,"Arkansas",17,"SEC","FBS","SEC","FBS"
2013,"2013-11-23",13,"Kansas at Iowa State","Kansas",0,"Iowa State",34,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-23",13,"Michigan at Iowa","Michigan",21,"Iowa",24,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-23",13,"Oklahoma at Kansas State","Oklahoma",41,"Kansas State",31,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-23",13,"Texas A&M at LSU","Texas A&M",10,"LSU",34,"SEC","FBS","SEC","FBS"
2013,"2013-11-23",13,"Tulsa at Louisiana Tech","Tulsa",24,"Louisiana Tech",14,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-23",13,"Memphis at Louisville","Memphis",17,"Louisville",24,"AAC","FBS","AAC","FBS"
2013,"2013-11-23",13,"Boston College at Maryland","Boston College",29,"Maryland",26,"ACC","FBS","ACC","FBS"
2013,"2013-11-23",13,"Virginia at Miami (Florida)","Virginia",26,"Miami (Florida)",45,"ACC","FBS","ACC","FBS"
2013,"2013-11-23",13,"Wisconsin at Minnesota","Wisconsin",20,"Minnesota",7,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-23",13,"Missouri at Mississippi","Missouri",24,"Mississippi",10,"SEC","FBS","SEC","FBS"
2013,"2013-11-23",13,"Old Dominion at North Carolina","Old Dominion",20,"North Carolina",80,"FCS","FCS","ACC","FBS"
2013,"2013-11-23",13,"East Carolina at North Carolina State","East Carolina",42,"North Carolina State",28,"C-USA","FBS","ACC","FBS"
2013,"2013-11-23",13,"UTSA at North Texas","UTSA",21,"North Texas",13,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-23",13,"Michigan State at Northwestern","Michigan State",30,"Northwestern",6,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-23",13,"BYU at Notre Dame","BYU",13,"Notre Dame",23,"IND","FBS","IND","FBS"
2013,"2013-11-23",13,"Indiana at Ohio State","Indiana",14,"Ohio State",42,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-23",13,"Baylor at Oklahoma State","Baylor",17,"Oklahoma State",49,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-23",13,"Washington at Oregon State","Washington",69,"Oregon State",27,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-23",13,"Nebraska at Penn State","Nebraska",23,"Penn State",20,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-23",13,"Illinois at Purdue","Illinois",20,"Purdue",16,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-23",13,"Boise State at San Diego State","Boise State",31,"San Diego State",34,"MW","FBS","MW","FBS"
2013,"2013-11-23",13,"Louisiana-Monroe at South Alabama","Louisiana-Monroe",14,"South Alabama",36,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-23",13,"Coastal Carolina at South Carolina","Coastal Carolina",10,"South Carolina",70,"FCS","FCS","SEC","FBS"
2013,"2013-11-23",13,"SMU at South Florida","SMU",16,"South Florida",6,"AAC","FBS","AAC","FBS"
2013,"2013-11-23",13,"Middle Tennessee at Southern Mississippi","Middle Tennessee",42,"Southern Mississippi",21,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-23",13,"Western Kentucky at Texas State","Western Kentucky",38,"Texas State",7,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-23",13,"California at Stanford","California",13,"Stanford",63,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-23",13,"Pittsburgh at Syracuse","Pittsburgh",17,"Syracuse",16,"ACC","FBS","ACC","FBS"
2013,"2013-11-23",13,"Connecticut at Temple","Connecticut",28,"Temple",21,"AAC","FBS","AAC","FBS"
2013,"2013-11-23",13,"Vanderbilt at Tennessee","Vanderbilt",14,"Tennessee",10,"SEC","FBS","SEC","FBS"
2013,"2013-11-23",13,"UTEP at Tulane","UTEP",3,"Tulane",45,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-23",13,"Colorado State at Utah State","Colorado State",0,"Utah State",13,"MW","FBS","MW","FBS"
2013,"2013-11-23",13,"Duke at Wake Forest","Duke",28,"Wake Forest",21,"ACC","FBS","ACC","FBS"
2013,"2013-11-23",13,"Utah at Washington State","Utah",37,"Washington State",49,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-23",13,"Chattanooga at Alabama","Chattanooga",0,"Alabama",49,"FCS","FCS","SEC","FBS"
2013,"2013-11-23",13,"Hawai'i at Wyoming","Hawai'i",56,"Wyoming",59,"MW","FBS","MW","FBS"
2013,"2013-11-23",13,"New Mexico at Fresno State","New Mexico",28,"Fresno State",69,"MW","FBS","MW","FBS"
2013,"2013-11-26",14,"Western Michigan at Northern Illinois","Western Michigan",14,"Northern Illinois",33,"MAC","FBS","MAC","FBS"
2013,"2013-11-28",14,"Mississippi at Mississippi State","Mississippi",10,"Mississippi State",17,"SEC","FBS","SEC","FBS"
2013,"2013-11-28",14,"Texas Tech at Texas","Texas Tech",16,"Texas",41,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-29",14,"South Florida at UCF","South Florida",20,"UCF",23,"AAC","FBS","AAC","FBS"
2013,"2013-11-29",14,"Eastern Michigan at Central Michigan","Eastern Michigan",10,"Central Michigan",42,"MAC","FBS","MAC","FBS"
2013,"2013-11-29",14,"Florida International at Florida Atlantic","Florida International",6,"Florida Atlantic",21,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-29",14,"SMU at Houston","SMU",0,"Houston",34,"AAC","FBS","AAC","FBS"
2013,"2013-11-29",14,"Arkansas at LSU","Arkansas",27,"LSU",31,"SEC","FBS","SEC","FBS"
2013,"2013-11-29",14,"East Carolina at Marshall","East Carolina",28,"Marshall",59,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-29",14,"Iowa at Nebraska","Iowa",38,"Nebraska",17,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-29",14,"Miami (Ohio) at Ball State","Miami (Ohio)",14,"Ball State",55,"MAC","FBS","MAC","FBS"
2013,"2013-11-29",14,"Toledo at Akron","Toledo",29,"Akron",31,"MAC","FBS","MAC","FBS"
2013,"2013-11-29",14,"Massachusetts at Ohio","Massachusetts",23,"Ohio",51,"MAC","FBS","MAC","FBS"
2013,"2013-11-29",14,"Oregon State at Oregon","Oregon State",35,"Oregon",36,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-29",14,"Miami (Florida) at Pittsburgh","Miami (Florida)",41,"Pittsburgh",31,"ACC","FBS","ACC","FBS"
2013,"2013-11-29",14,"Fresno State at San Jose State","Fresno State",52,"San Jose State",62,"MW","FBS","MW","FBS"
2013,"2013-11-29",14,"Texas State at Troy","Texas State",28,"Troy",42,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-29",14,"Washington State at Washington","Washington State",17,"Washington",27,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-29",14,"Bowling Green at Buffalo","Bowling Green",24,"Buffalo",7,"MAC","FBS","MAC","FBS"
2013,"2013-11-30",14,"Air Force at Colorado State","Air Force",13,"Colorado State",58,"MW","FBS","MW","FBS"
2013,"2013-11-30",14,"Rutgers at Connecticut","Rutgers",17,"Connecticut",28,"AAC","FBS","AAC","FBS"
2013,"2013-11-30",14,"Florida State at Florida","Florida State",37,"Florida",7,"ACC","FBS","SEC","FBS"
2013,"2013-11-30",14,"South Alabama at Georgia State","South Alabama",38,"Georgia State",17,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-30",14,"Georgia at Georgia Tech","Georgia",41,"Georgia Tech",34,"SEC","FBS","ACC","FBS"
2013,"2013-11-30",14,"Army at Hawai'i","Army",42,"Hawai'i",49,"IND","FBS","MW","FBS"
2013,"2013-11-30",14,"Arizona at Arizona State","Arizona",21,"Arizona State",58,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-30",14,"Northwestern at Illinois","Northwestern",37,"Illinois",34,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-30",14,"Purdue at Indiana","Purdue",36,"Indiana",56,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-30",14,"Kansas State at Kansas","Kansas State",31,"Kansas",10,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-30",14,"Tennessee at Kentucky","Tennessee",27,"Kentucky",14,"SEC","FBS","SEC","FBS"
2013,"2013-11-30",14,"Alabama at Auburn","Alabama",28,"Auburn",34,"SEC","FBS","SEC","FBS"
2013,"2013-11-30",14,"Temple at Memphis","Temple",41,"Memphis",21,"AAC","FBS","AAC","FBS"
2013,"2013-11-30",14,"Minnesota at Michigan State","Minnesota",3,"Michigan State",14,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-30",14,"Ohio State at Michigan","Ohio State",42,"Michigan",41,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-30",14,"UTEP at Middle Tennessee","UTEP",17,"Middle Tennessee",48,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-30",14,"Texas A&M at Missouri","Texas A&M",21,"Missouri",28,"SEC","FBS","SEC","FBS"
2013,"2013-11-30",14,"Duke at North Carolina","Duke",27,"North Carolina",25,"ACC","FBS","ACC","FBS"
2013,"2013-11-30",14,"San Diego State at UNLV","San Diego State",19,"UNLV",45,"MW","FBS","MW","FBS"
2013,"2013-11-30",14,"BYU at Nevada","BYU",28,"Nevada",23,"IND","FBS","MW","FBS"
2013,"2013-11-30",14,"Idaho at New Mexico State","Idaho",16,"New Mexico State",24,"IND","FBS","IND","FBS"
2013,"2013-11-30",14,"Maryland at North Carolina State","Maryland",41,"North Carolina State",21,"ACC","FBS","ACC","FBS"
2013,"2013-11-30",14,"Tulane at Rice","Tulane",13,"Rice",17,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-30",14,"Clemson at South Carolina","Clemson",17,"South Carolina",31,"ACC","FBS","SEC","FBS"
2013,"2013-11-30",14,"UCLA at USC","UCLA",35,"USC",14,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-30",14,"New Mexico at Boise State","New Mexico",17,"Boise State",45,"MW","FBS","MW","FBS"
2013,"2013-11-30",14,"Louisiana-Monroe at Louisiana-Lafayette","Louisiana-Monroe",31,"Louisiana-Lafayette",28,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-30",14,"Notre Dame at Stanford","Notre Dame",20,"Stanford",27,"IND","FBS","Pac 10/12","FBS"
2013,"2013-11-30",14,"Boston College at Syracuse","Boston College",31,"Syracuse",34,"ACC","FBS","ACC","FBS"
2013,"2013-11-30",14,"Baylor at TCU","Baylor",41,"TCU",38,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-30",14,"Louisiana Tech at UTSA","Louisiana Tech",10,"UTSA",30,"C-USA","FBS","C-USA","FBS"
2013,"2013-11-30",14,"North Texas at Tulsa","North Texas",42,"Tulsa",10,"C-USA","FBS","C-USA","FBS"
